symbol,bid,ask,mid,spread_bps,top_depth_usd,slip1k_bps,slip10k_bps,slip50k_bps
BTC,63948.0,63949.0,63948.5,0.15637583367866328,309508.32,0.07818791683933164,0.07818791683933164,0.07818791683933164
ETH,1837.4,1837.5,1837.45,0.5442324961218484,4123.49308,0.2721162480596868,0.2721162480609242,0.27211624806216167
ATOM,1.5143,1.5151,1.5147,5.281573909024308,499.99815099999995,2.9708756512724883,9.625943411715522,
DYDX,0.12498,0.12502,0.125,3.1999999999998696,23.946167999999997,2.096598709520059,7.817595676831157,16.498831440179273
SOL,75.041,75.042,75.0415,0.13325959635731893,56.28075,0.06662979817865947,0.6842449278516486,0.8297983570145849
AVAX,6.5842,6.5843,6.58425,0.15187758666479392,85.331232,0.07593879333239696,0.6790019374402009,3.0443463061869367
BNB,565.76,565.83,565.7950000000001,1.2371972180745678,500.13184,0.6185986090362793,0.8639641881696752,1.7623173088818234
APE,0.14605,0.14612,0.14608500000000002,4.791730841632387,500.002175,2.916470783743917,8.270929630807696,19.06122690208333
OP,0.09632,0.09637,0.096345,5.189682910373604,499.996471,3.7279230763701583,9.033014545143423,14.055794836550636
LTC,44.913,44.918,44.915499999999994,1.113201456068074,499.88169,0.5771293554642073,2.2028609007640956,4.28611245067688
ARB,0.08913,0.08914,0.08913499999999999,1.1218937566608094,279.226464,0.5609468783311831,0.9327706771917941,2.3546284333761784
DOGE,0.07238,0.072382,0.072381,0.27631560768737656,300.0151,0.13815780384368828,0.33310550874931477,1.5215510609368763
INJ,5.038,5.04,5.039,3.9690414764829924,303.28760000000005,2.02684117307681,2.3361543124562067,6.53518299313066
SUI,0.73828,0.73841,0.738345,1.7606945262710991,299.963164,0.9213466033421742,1.9611544791486855,5.19954308838943
kPEPE,0.002743,0.002745,0.002744,7.288629737608717,7382.7324,3.6443148688051488,4.597873130435247,8.113849889712204
CRV,0.21414,0.21418,0.21416000000000002,1.8677624206206689,26.382048,1.1671745479316997,3.960061024807208,
LDO,0.38027,0.38049,0.38038,5.783689994216257,375.250436,2.912369430135536,7.493534253962611,
LINK,8.2168,8.2184,8.217600000000001,1.9470404984443146,500.40311999999994,0.9735202492210764,1.0778084049866723,2.0507974935134006
STX,0.16525,0.16543,0.16534,10.886657796055749,573.434025,5.443328898028714,10.581502391852645,27.076117216175323
CFX,0.046485,0.046504,0.046494499999999994,4.086504855412616,499.99266,2.3897733799914582,10.129821880416785,60.25610276399373
GMX,6.1003,6.1048,6.10255,7.373966620511378,340.586792,5.187749695925188,16.09632377706753,
SNX,0.2232,0.22331,0.223255,4.927101296723432,330.27549,4.877366841293363,13.681055208856373,
XRP,1.0893,1.0894,1.08935,0.9179786110982603,500.03459999999995,0.9179257838524619,1.331061807072218,1.782155156648529
BCH,218.99,219.02,219.005,1.3698317390014445,499.95417,0.6849158695013712,2.0861648473720393,5.803367736034851
APT,0.6114,0.6116,0.6115,3.270645952575273,919.9980360000001,1.6353229762876365,6.950898698561719,18.855452072603303
AAVE,90.649,90.672,90.6605,2.536937254923162,1342.85232,1.268468627461581,2.464125434528341,
COMP,17.236,17.245,17.2405,5.22026623357811,499.93255,2.9001786221202366,14.631341671342872,
WLD,0.38024,0.38031,0.38027500000000003,1.8407731247113004,300.02655899999996,1.6829015737030097,3.5805225584679277,
YGG,0.021555,0.021578,0.021566500000000002,10.664688289707978,499.98978000000005,5.564177311289796,7.518974351916149,20.970039698189282
TRX,0.32252,0.32253,0.32252499999999995,0.3100534842263391,499.9215,0.3100754201696557,2.3367458811223623,4.910694283385915
kSHIB,0.004143,0.004144,0.0041435,2.413418607457784,99.783376,3.379256542069205,6.151266848944074,11.049998350296166
UNI,3.5574,3.5577,3.55755,0.8432769743227474,1340.18559,0.4216384871613737,2.895808043318587,
SEI,0.047164,0.047179,0.0471715,3.1798861600757076,463.008988,1.98985452603197,5.288027900829481,
RUNE,0.4289,0.42915,0.429025,5.827166249052444,302.3745,6.230510278336809,17.58621255690983,
ZRO,0.78409,0.7843,0.784195,2.6779053679256246,424.97677999999996,1.709501063551784,7.692078666188581,
DOT,0.84898,0.8495,0.84924,6.123121850125711,425.08428599999996,3.0797226066152787,4.8021952901868,10.243559500866084
BANANA,3.4016,3.4029,3.40225,3.8210008082875593,340.16,4.155346537585615,28.468242186908498,
TRB,14.783,14.798,14.7905,10.1416449748153,795.6210599999999,6.093828760286539,21.749647333360024,
BIGTIME,0.006796,0.006802,0.0067989999999999995,8.824827180467611,500.001416,5.382802152242304,13.154276785203933,23.08305605393035
KAS,0.027889,0.027898,0.0278935,3.226558158710306,499.987956,1.7925400463510488,12.69115994723849,22.60407583911247
BLUR,0.015831,0.015839,0.015835000000000002,5.052099778969114,500.00555199999997,3.063722674503762,12.97119275696971,23.21469041909865
TIA,0.38412,0.38421,0.384165,2.3427433524651904,500.00900400000006,1.3664460861102803,5.585404443138576,
BSV,13.313,13.325,13.318999999999999,9.009685411816712,499.954,5.833633699808256,15.009603802791865,
ADA,0.16524,0.16526,0.16525,1.2102874432673068,5503.48344,0.6051437216328136,0.6656211915399239,3.1471521475890634
MINA,0.04469,0.044702,0.044696,2.6848040093069003,499.99172,2.147738065781123,15.850820057888997,
POLYX,0.036038,0.036074,0.036056000000000005,9.984468604393529,499.98564000000005,5.130909537911765,23.183297052273367,
GAS,1.0318,1.0323,1.03205,4.844726515187685,50.042300000000004,3.8120492732693956,25.266034650409296,
PENDLE,1.5386,1.5389,1.5387499999999998,1.9496344435416215,433.8852,1.6582417319100686,6.925861421366122,
FET,0.15977,0.15978,0.159775,0.625880143953059,183.09642,0.6259006314973338,4.9096188845281645,9.414090674609016
NEAR,1.921,1.9217,1.92135,3.643271657948437,1087.29786,1.8216358289736405,3.8341945806346938,7.167360477322107
MEME,0.000536,0.000537,0.0005365000000000001,18.63932898415702,3977.0926640000002,9.3196644920775,12.227992113035821,49.44666367439089
ORDI,3.631,3.6325,3.63175,4.130240242307584,824.99951,2.0769443048214216,11.448518458795174,30.621596187651452
NEO,1.9531,1.9535,1.9533,2.047816515639973,54.698,3.18765270320033,16.322329714136774,
ZEN,4.1921,4.1948,4.19345,6.43861259821847,480.51433999999995,3.6432618413110487,13.766364891641768,
FIL,0.76458,0.76459,0.7645850000000001,0.13078990563448784,500.03532,0.1263834924120398,1.9527798120828257,
PYTH,0.048712,0.048713,0.0487125,0.20528611752650758,250.13612,0.20528706922438472,8.388024554607863,
SUSHI,0.16105,0.16121,0.16113,9.92987029106892,499.99281499999995,5.385427165326495,15.634614947984238,
IMX,0.1288,0.12889,0.128845,6.985137180333481,500.0016,4.059087120148099,13.835445186881984,77.23533712318164
kBONK,0.003211,0.003214,0.0032125,9.338521400778099,424.08408599999996,6.461758544736618,9.569256264717314,14.046169848009084
GMT,0.007416,0.007418,0.007417,2.6965080221117237,500.002872,2.1962761437664304,15.928015623815218,33.801566260508835
SUPER,0.084369,0.084466,0.0844175,11.49050848461514,478.625337,5.804478730149155,21.93581166023187,
JUP,0.19757,0.19763,0.1976,3.03643724696379,500.0039,1.7712466854350075,6.532354491099426,
kLUNC,0.0579,0.05792,0.05791,3.453634950785561,179.95744,2.8096275714664243,12.773767433657795,
RSR,0.001206,0.001208,0.0012070000000000002,16.570008285004544,499.999656,12.425795161405212,28.10022532687453,152.42302814767294
GALA,0.002158,0.00216,0.0021590000000000003,9.263547938859803,409.72003800000005,4.631773969428897,13.672894842131656,72.95096235797799
JTO,0.56305,0.56334,0.563195,5.149193440991157,499.98840000000007,2.613318842147641,10.856416838187581,
ACE,0.068,0.0681,0.06805,14.695077149153414,499.999734,14.68969034742337,25.488992965342568,209.8759569092367
WIF,0.15478,0.15482,0.1548,2.583979328166166,14.862720000000001,2.345566765193485,5.445635978175008,11.364913916210007
CAKE,1.3972,1.3975,1.3973499999999999,2.1469209575265107,500.05787999999995,1.0734604787640498,11.442379512032918,
PEOPLE,0.005387,0.005388,0.0053875,1.8561484918795967,43.34646,5.326907011475214,13.525175945939553,
ENS,4.5665,4.5713,4.568899999999999,10.505811026724945,365.841139,5.421061574393879,10.935125864928166,22.658568702164374
ETC,7.0086,7.0155,7.01205,9.840203649431915,386.243946,4.920101824715958,8.504875321834685,
XAI,0.00679,0.0068,0.006795,14.716703458424714,276.10924,18.007313444065172,32.49532145640756,43.067343864324585
MANTA,0.06404,0.06407,0.064055,4.683475138553157,499.99870400000003,2.3417375692765785,11.521391414278927,
UMA,0.36343,0.36379,0.36361,9.90071780204139,499.99297600000006,5.087868912297587,21.341232402790823,
ONDO,0.37585,0.37596,0.37590500000000004,2.92627126534627,500.02680000000004,1.6963342671764863,5.915302031555974,
ALT,0.006484,0.006487,0.0064855,4.625703492405414,500.000692,2.583654587264237,16.644072716104493,
ZETA,0.03455,0.03457,0.034559999999999994,5.787037037036803,500.00068999999996,5.548138610898103,17.17235118626879,
DYM,0.01505,0.01507,0.01506,13.280212483400344,797.600848,7.983347185136192,36.03378052151489,
W,0.00942,0.00943,0.009425,10.610079575596384,1442.000412,5.305039787798192,18.26130300131955,184.98326960155134
STRK,0.02773,0.02775,0.02774,7.209805335255654,1293.9991499999999,3.604902667627827,8.129838341089735,16.16206289615593
TAO,193.29,193.3,193.29500000000002,0.5173439561302323,110.181,1.4896229274912167,2.9176058813797856,6.068468862354087
AR,1.9252,1.9258,1.9255,3.1160737470783375,499.995454,1.9034161815620947,9.2039817915101,
kFLOKI,0.021501,0.021515,0.021508,6.509205876883078,150.110155,5.060456887749087,8.80957099737766,
BOME,0.000403,0.000404,0.0004035,24.78314745972799,1944.760656,12.391573729863994,36.10970451674777,183.31973824704303
ETHFI,0.42882,0.42898,0.42889999999999995,3.7304733038002684,500.00412,2.0489079168367033,5.809405562195052,
ENA,0.082215,0.082222,0.0822185,0.8513898940028096,500.03162999999995,0.4256949470014048,3.002733284040646,
MNT,0.42877,0.42887,0.42882,2.331980784478079,407.4265,2.5477291424503576,6.270449221411107,15.715376528940231
TNSR,0.03196,0.03201,0.031985,15.632327653585898,499.999401,9.379154324227217,42.70098458622126,
SAGA,0.01241,0.01243,0.01242,16.10305958132119,2593.9741889999996,8.051529790659897,15.214947417103389,
MERL,0.017035,0.017047,0.017041,7.041840267588828,499.99428500000005,3.8143182783240883,11.253206347910567,
HBAR,0.065986,0.065987,0.0659865,0.15154614959135582,53.77859,0.19274147284129806,2.864541736297968,8.461499699779734
POPCAT,0.043232,0.043253,0.0432425,4.856333468231528,500.00468,2.543791302564413,8.422048587732894,
EIGEN,0.2351,0.2352,0.23515,4.252604720390772,20.4624,6.291852341471201,10.635945990704117,
REZ,0.002414,0.002416,0.002415,8.281573498965903,903.565028,4.140786749482952,20.92119741014169,
NOT,0.000371,0.000372,0.0003715,26.917900403767703,1099.1949,13.45895020188458,41.59354938456627,276.2570779339749
TURBO,0.000827,0.000829,0.000828,24.154589371979956,3854.0052480000004,12.077294685990632,14.888456039446396,68.51026433154921
BRETT,0.00503,0.005033,0.0050314999999999995,5.962436649111395,1056.0139940000001,2.9812183245565596,18.86756184052406,
IO,0.1505,0.15056,0.15053,3.9859164286191784,499.994704,2.325110404488702,8.905021129580206,
ZK,0.009446,0.009453,0.0094495,7.407799354463266,499.99567199999996,4.233002831650573,10.002705977026956,
RENDER,1.4755,1.476,1.4757500000000001,3.3881077418258165,500.04695,2.032806547790783,7.777190174935778,23.49069313470034
POL,0.082453,0.082467,0.08246,1.697792869269964,490.67865,1.09708174101484,4.9025173821948265,
CELO,0.071425,0.071456,0.0714405,4.339275341018505,499.975,3.0211635389254488,18.382575954060904,
HMSTR,0.00018,0.000181,0.0001805,55.401662049861336,4238.5617,27.70083102493142,27.70083102493142,67.79957812388818
kNEIRO,0.06078,0.06082,0.0608,6.578947368420785,664.3132439999999,3.4336954719950152,13.187665344564243,
GOAT,0.013061,0.013068,0.0130645,5.358031306211536,500.001202,3.266826833183195,29.31932772027632,
MOODENG,0.037277,0.037293,0.037285,4.291269947700717,499.987251,2.7466752382683004,10.459525291633298,
GRASS,0.36989,0.36995,0.36992,1.6219723183392216,294.617385,1.026710240799352,9.980536141582817,
PURR,0.071548,0.071772,0.07166,31.25872174155763,19.961892,22.631396329924332,,
PNUT,0.04175,0.04178,0.041765,7.183048006703055,1275.969556,3.5915240033523586,13.601540275740394,
XLM,0.18636,0.18639,0.186375,1.6096579476862372,500.00388,1.0730528330637608,1.791008706643387,4.60408305086242
SAND,0.048024,0.048042,0.048033,3.747423646244066,476.528598,2.003144760039938,12.952133291417342,
IOTA,0.035873,0.035905,0.035889000000000004,8.916381063834965,796.129489,4.458190531916515,14.473844561243425,
ALGO,0.082664,0.082692,0.082678,3.3866324778054917,198.558928,2.994954350270355,9.845221891903845,
HYPE,59.888,59.889,59.8885,0.16697696552840274,11244.75864,0.08348848276420137,0.08348848276420137,1.550830269526593
ME,0.06451,0.06454,0.064525,4.649360712902324,499.99765699999995,2.324680356451162,23.190563446890337,
MOVE,0.010691,0.010697,0.010694,5.610622779127606,471.256335,3.6382691491030243,15.054706873416134,
VIRTUAL,0.63509,0.63543,0.63526,5.352139281554119,289.537531,2.6760696407770594,5.495827516453993,
PENGU,0.005971,0.005972,0.005971499999999999,1.6746211169725074,484.576505,0.83731055848698,3.650286221989999,8.41240933286819
USUAL,0.0092,0.00921,0.009205,10.863661053774681,2.25676,5.431830526887341,32.90452422426162,
FARTCOIN,0.13425,0.13428,0.13426500000000002,2.2343872193052725,199.857975,1.4933988410427534,6.003346108542083,10.771975812006794
AIXBT,0.018619,0.018629,0.018624,5.369415807559918,459.372511,2.9749861243522426,10.308093725471322,
BIO,0.02596,0.025972,0.025966,4.621428021257846,499.9896,3.1880474615050205,8.279432722288417,
GRIFFAIN,0.00822,0.008225,0.0082225,6.080875646092789,317.30404999999996,4.692566827761143,26.335143349141763,
SPX,0.35502,0.35507,0.355045,1.4082721908488922,407.598462,0.8179368053425136,5.69254922224359,
S,0.025172,0.025181,0.025176499999999997,3.5747621790155875,484.082732,1.9859774536089057,10.305959187552956,
MORPHO,1.9736,1.9739,1.97375,1.5199493350219986,563.54845,1.2022055782555867,5.772491115415007,
TRUMP,1.5458,1.546,1.5459,1.2937447441618342,303.13138,1.6171325941188983,3.200981930293225,6.635633234275927
MELANIA,0.07729,0.07735,0.07732,7.759958613554642,499.996739,4.672974397766012,14.311877470115963,
ANIME,0.002677,0.00268,0.0026785000000000003,11.20029867463119,1001.350589,5.600149337314785,18.060695252242752,
VINE,0.008752,0.00876,0.008756,9.13659205116613,599.6044800000001,6.2734269915863194,45.36092800236001,
VVV,11.284,11.292,11.288,7.087172218284124,363.00628000000006,4.301443212443794,15.14733596681357,
BERA,0.18777,0.18781,0.18779,2.130038873210088,480.109113,1.2310640462578952,6.973153145984403,
LAYER,0.063851,0.063924,0.0638875,11.42633535511481,500.01718100000005,5.74236974775262,23.13774360628891,
KAITO,0.85813,0.85928,0.858705,13.392259274140658,500.10096000000004,6.870772958786116,16.82482547029877,
NIL,0.034845,0.034861,0.034853,4.59070955154567,189.39981300000002,4.522927444453177,12.898374158810787,
PAXG,4006.0,4006.1,4006.05,0.24962244605012182,873.308,0.15343027826616218,0.4104473479681771,0.5813336316691206
BABY,0.012892,0.012904,0.012898,9.30376802605044,420.91557600000004,7.34519046944283,17.685973741770738,
WCT,0.042797,0.042824,0.0428105,6.306863970287488,499.99735100000004,3.308243790834112,23.950531846981097,
HYPER,0.069554,0.069627,0.0695905,10.489937563315358,499.99148699999995,5.370657530770136,16.28303365824804,
ZORA,0.006703,0.006709,0.006706,8.947211452430553,461.277295,5.334618465878158,16.935594775254938,
INIT,0.053079,0.053143,0.053111000000000005,12.050234414716641,500.00418,6.119254544022047,22.410496158454016,
NXPC,0.25384,0.25395,0.253895,4.332499655369306,500.02755,2.363166901963622,16.940981715526163,
SOPH,0.004545,0.004549,0.004547000000000001,8.797009016933501,499.99999500000007,5.704886001783222,39.093999173394515,225.74432577615931
RESOLV,0.021024,0.02103,0.021027,2.8534741047220535,499.992768,2.105710052752072,17.070075381302956,
SYRUP,0.18214,0.18219,0.182165,2.7447643619792217,0.72876,4.7760427150072005,11.932954061130777,
PUMP,0.00168,0.001681,0.0016805000000000001,5.950609937518095,3413.7482400000004,2.9753049687571123,5.8375461085598355,12.887016460895369
PROVE,0.1957,0.19578,0.19574000000000003,4.087054255645077,500.0135,2.298950194590109,10.663175820386446,
XPL,0.086364,0.08637,0.086367,0.6947097849880164,313.58768399999997,0.7538928410671544,5.1402192540608675,
WLFI,0.056895,0.056906,0.0569005,1.9331991810260232,499.976116,1.0544757059835363,3.0343848711852353,
LINEA,0.002507,0.002509,0.002508,7.974481658691515,810.8109489999999,4.741339442697677,25.31961981441439,
SKY,0.059741,0.059758,0.0597495,2.8452120938244145,499.995186,1.9374757207771263,10.545401701650297,
ASTER,0.61929,0.61935,0.61932,0.9688044952520342,483.71234999999996,0.8044001285860056,3.084417024070257,
AVNT,0.091313,0.091356,0.09133450000000001,4.707969058789544,499.99138800000003,3.2897217632854043,13.261039768090068,
STBL,0.020259,0.020264,0.0202615,2.467734373072838,87.72285600000001,3.3927757815197173,18.73237347139059,
0G,0.18174,0.18183,0.181785,4.950903539894875,383.29764,3.3214391151494973,13.193326037035998,
HEMI,0.004328,0.004331,0.0043295,6.9292066058425466,996.1733099999999,3.4734399122885273,18.874995345744903,
APEX,0.29256,0.29313,0.292845,19.4642216872412,40.37328,11.404867791487787,,
2Z,0.065263,0.065274,0.06526850000000001,1.6853459172490746,214.033446,3.3713293815499177,16.522199084629303,
ZEC,546.75,546.76,546.755,0.18289727574491144,196.8336,0.7647998648276818,2.6432039513269108,
MON,0.022158,0.022165,0.0221615,3.1586309590957566,844.596486,1.5793154795478783,6.8336546151942645,
MET,0.13222,0.13236,0.13229000000000002,10.58281049210078,500.05604,5.669306094814868,13.725515203018336,
MEGA,0.04387,0.043896,0.043883,5.924845612195667,710.7201359999999,3.4392293875010447,10.913285604002516,
CC,0.12797,0.12802,0.127995,3.9064025938508924,449.81455,2.343790267249122,13.721635110969615,
ICP,2.1419,2.1424,2.14215,2.3341035875159206,500.03616,2.10056123968421,5.860210137014319,
AERO,0.48903,0.4895,0.489265,9.606246103849049,179.6465,5.6135189877937535,8.280720896499929,
STABLE,0.03517,0.035184,0.035177,3.9798732126105474,499.999824,2.7716478698643154,14.447444639286687,
FOGO,0.009044,0.009054,0.009049,11.05094485578472,483.537924,6.096181340810767,21.402516065166235,
LIT,2.2571,2.258,2.25755,3.9866226661651916,198.704,5.064405995869407,9.984223054088094,
XMR,326.93,327.0,326.96500000000003,2.1409019313991764,412.02,3.767385925615211,8.404601449015464,
AXS,0.9365,0.93748,0.93699,10.459023041867907,195.089588,5.326438939061214,17.376474001525946,
DASH,34.121,34.137,34.129000000000005,4.6880951683314,499.87265,2.584970298729832,8.300291619880825,
SKR,0.008255,0.008271,0.008263,19.363427326637286,413.55,10.391408300819338,36.176164376068904,
AZTEC,0.013237,0.013247,0.013242,7.551729346019931,483.303548,4.356125561932679,18.825017205529466,87.75704142649828
CHIP,0.030142,0.030154,0.030148,3.9803635398705026,505.441348,2.985768482187749,10.66820815750869,
GRAM,1.5224,1.5233,1.52285,5.909971435138871,507.25890000000004,3.3069949009449147,5.361968287177076,12.309198134859198
CASHCAT,0.062114,0.062223,0.0621685,17.532995005508898,62.223,38.03470092493753,,
